Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
?àeaek	ʔà/aeaek	HAEAEK	wold	YOKE	-
?ànúyâat	ʔà/anú/ujâa/aːt	HANUYAAT	wold	PERMIT	-
?àthíbaay	ʔà/atʰí/ibaːj	HATIBAY	wold	EXPLAIN	-
?àtsatà	ʔà/atsatà/a	HATSATA	wold	EIGHT	-
?àtsawá	ʔà/atsawá/a	HATSAWA	wold	HORSE	-
?èek	ʔèe/eːk	HEEK	wold	ONE	-
?èt	ʔè/et	HET	wold	ONE	-
?ìik	ʔìi/iːk	HIIK	wold	AGAIN	-
?ìm	ʔì/im	HIM	wold	FULL	-
?ìt	ʔì/it	HIT	wold	BRICK	-
?ìtsaràchon	ʔì/itsarà/atɕon	HITSARATSON	wold	FREEMAN	-
?ìtsàtrii	ʔì/itsà/atriː	HITSATRI	wold	WOMAN	-
?ìtthǐi	ʔì/itthǐ/ii	HITTHII	wold	WOMAN	-
?òk	ʔò/ok	HOK	wold	CHEST	-
?òkkày	ʔò/okkà/aj	HOKKAY	wold	RIDGEPOLE	-
?òot	ʔòo/oːt	HOOT	wold	MOUTH	-
?òp	ʔò/op	HOP	wold	BAKE	-
?òt?aahǎan	ʔò/otʔaːhǎ/aan	HOTHAHAAN	wold	ABSTAIN FROM FOOD	-
?òtyàak	ʔò/otjàa/aːk	HOTYAAK	wold	FAMINE	-
?óok	ʔóo/oːk	HOOK	wold	OAK	-
?óot	ʔóo/oːt	HOOT	wold	OAT	-
?ùat	ʔù/uat	HUAT	wold	BOAST	-
?ùn	ʔù/un	HUN	wold	WARM	-
?ùsǎa	ʔù/usǎ/aa	HUSAA	wold	DAWN	-
?ùtcaará	ʔù/utcaːrá/a	HUTKARA	wold	SHIT (DEFECATE)	-
?ùthók	ʔù/utʰó/ok	HUTOK	wold	WATER	-
?ùthɔɔn	ʔù/utʰɔːn	HUTON	wold	WOMB	-
?ùtthayaan	ʔù/utthajaːn	HUTTHAYAN	wold	GARDEN	-
?ùu	ʔùu/uː	HUU	wold	HAMMOCK	-
?ùut	ʔùu/uːt	HUUT	wold	CAMEL	-
?ûak	ʔû/uak	HUAK	wold	VOMIT	-
?ûm	ʔû/um	HUM	wold	CARRY	-
?ɔ̀ɔk	ʔɔ̀ɔ/ɔːk	HOOOK	wold	GO OUT	-
?ɔ̀ɔn	ʔɔ̀ɔ/ɔːn	HOOON	wold	YOUNG	-
?ɔ̀ɔn?aeae	ʔɔ̀ɔ/ɔːnʔaeae	HOOONHAEAE	wold	WEAK	-
?ɔ̂y	ʔɔ̂/ɔj	HOOY	wold	SUGAR CANE	-
?ʉ̀	ʔʉ̀/ʉ	HUU	wold	SHIT (DEFECATE)	-
?ʉ̀ʉn	ʔʉ̀ʉ/ʉːn	HUUUN	wold	OTHER	-
baa	baː	BA	wold	TEACHER	-
baalêe	baːlêe/eː	BALEE	wold	BARLEY	-
baathaa	baːtʰaː	BATA	wold	FOOT	-
baay	baːj	BAY	wold	RICE	-
baaŋ	baːŋ	BAN	wold	THIN (OF SHAPE OF OBJECT)	-
baaŋthii	baːŋtʰiː	BANTI	wold	SOMETIMES	-
baeae	baeae	BAEAE	wold	SPREAD OUT	-
banchaa	bantɕaː	BANTSA	wold	COMMAND	-
banday	bandaj	BANDAY	wold	LADDER	-
banlay	banlaj	BANLAY	wold	DIE	-
banlú	banlú/u	BANLU	wold	ARRIVE	-
banpháburùt	banpʰá/aburù/ut	BANPABURUT	wold	ANCESTORS	-
banthom	bantʰom	BANTOM	wold	SLEEP	-
bao	bao	BAO	wold	LIGHT (WEIGHT)	-
bay	baj	BAY	wold	LEAF	-
bayhǔu	bajhǔ/uu	BAYHUU	wold	EARLOBE	-
baykhàpkhìi	bajkʰà/apkʰìi/iː	BAYKAPKII	wold	DRIVER'S LICENSE	-
baykə̀ət	bajkə̀ə/əːt	BAYKEEET	wold	BIRTH CERTIFICATE	-
bencà	bencà/a	BENKA	wold	FIVE	-
bia	bia	BIA	wold	BEER	-
bin	bin	BIN	wold	FLY (MOVE THROUGH AIR)	-
brèek	brèe/eːk	BREEK	wold	BRAKE	-
buaŋ	buaŋ	BUAN	wold	WORSHIP	-
burii	buriː	BURI	wold	TOWN	-
burìi	burìi/iː	BURII	wold	CIGARETTE	-
buuchaa	buːtɕaː	BUTSA	wold	WORSHIP	-
buuchaayan	buːtɕaːjan	BUTSAYAN	wold	SACRIFICE	-
buummaraeaeŋ	buːmmaraeaeŋ	BUMMARAEAEN	wold	BOOMERANG	-
buuraphaa	buːrapʰaː	BURAPA	wold	EAST	-
bàa	bàa/aː	BAA	wold	SHOULDER	-
bàat	bàa/aːt	BAAT	wold	FOOT	-
bàatphlǎeae	bàa/aːtpʰlǎ/aeae	BAATPLAEAE	wold	WOUND	-
bàaw	bàa/aːw	BAAW	wold	YOUNG MAN	-
bàay	bàa/aːj	BAAY	wold	AFTERNOON	-
bàeaek	bà/aeaek	BAEAEK	wold	CARRY	-
bàep	bà/aep	BAEP	wold	MANNER	-
bàettəərîi	bà/aettəːrî/ii	BAETTERII	wold	BATTERY	-
bàeŋ	bà/aeŋ	BAEN	wold	SHARE	-
bàtníi	bà/atníi/iː	BATNII	wold	NOW	-
báeŋ	bá/aeŋ	BAEN	wold	BANK	-
bâa	bâa/aː	BAA	wold	MAD	-
bâan	bâa/aːn	BAAN	wold	HOUSE	-
bâankə̀ətmʉaŋnɔɔn	bâa/aːnkə̀ə/əːtmʉaŋnɔːn	BAANKEEETMUANNON	wold	NATIVE COUNTRY	-
bâaŋ	bâa/aːŋ	BAAN	wold	SOME	-
bây	bâ/aj	BAY	wold	MUTE	-
bèt	bè/et	BET	wold	HOOK	-
bée	bée/eː	BEE	wold	HORSE	-
bìdaa	bì/idaː	BIDA	wold	FATHER	-
bìdaamaandaa	bì/idaːmaːndaː	BIDAMANDA	wold	PARENTS	-
bìdɔɔn	bì/idɔːn	BIDON	wold	FATHER	-
bòk	bò/ok	BOK	wold	LAND	-
bòot	bòo/oːt	BOOT	wold	CHURCH	-
bòt	bò/ot	BOT	wold	GRIND	-
bùaŋ	bù/uaŋ	BUAN	wold	LASSO	-
bùpphakaarii	bù/upphakaːriː	BUPPHAKARI	wold	PARENTS	-
bùrǒŋ	bù/urǒ/oŋ	BURON	wold	BIRD	-
bùt	bù/ut	BUT	wold	SON	-
bùttrii	bù/uttriː	BUTTRI	wold	DAUGHTER	-
búut	búu/uːt	BUUT	wold	BOOT	-
bɔɔphít	bɔːpʰí/it	BOPIT	wold	KING	-
bɔɔrisùt	bɔːrisù/ut	BORISUT	wold	INNOCENT	-
bɔ̀y	bɔ̀/ɔj	BOOY	wold	OFTEN	-
bɔ̀ɔ	bɔ̀ɔ/ɔː	BOOO	wold	SPRING OR WELL	-
bɔ̀ɔk	bɔ̀ɔ/ɔːk	BOOOK	wold	SAY	-
bɔ̀ɔt	bɔ̀ɔ/ɔːt	BOOOT	wold	BLIND	-
bə̀ək	bə̀ə/əːk	BEEEK	wold	OPEN	-
bʉ̀a	bʉ̀/ʉa	BUUA	wold	POISON	-
bʉ̀lǎn	bʉ̀/ʉlǎ/an	BUULAN	wold	MOON	-
caam	caːm	KAM	wold	SNEEZE	-
caan	caːn	KAN	wold	PLATE	-
caanrɔɔŋ	caːnrɔːŋ	KANRON	wold	SAUCER	-
cakhèp	cakʰè/ep	KAKEP	wold	CENTIPEDE	-
cakkrayaanyon	cakkrajaːnjon	KAKKRAYANYON	wold	MOTORCYCLE	-
cam	cam	KAM	wold	REMEMBER	-
camləəy	camləːj	KAMLEY	wold	DEFENDANT	-
camùuk	camùu/uːk	KAMUUK	wold	NOSE	-
can	can	KAN	wold	MONDAY	-
canthan	cantʰan	KANTAN	wold	RAFTER	-
carakhêe	carakʰêe/eː	KARAKEE	wold	CROCODILE	-
catùràt	catù/urà/at	KATURAT	wold	SQUARE	-
cay	caj	KAY	wold	HEART	-
caŋkɔ̀ɔp	caŋkɔ̀ɔ/ɔːp	KANKOOOP	wold	TAX	-
caŋɔɔy	caŋɔːj	KANOY	wold	BEAK	-
chaa	tɕaː	TSA	wold	TEA	-
chaam	tɕaːm	TSAM	wold	DISH	-
chaanú	tɕaːnú/u	TSANU	wold	KNEE	-
chaawnaa	tɕaːwnaː	TSAWNA	wold	FARMER	-
chaawpramoŋ	tɕaːwpramoŋ	TSAWPRAMON	wold	FISHERMAN	-
chaay	tɕaːj	TSAY	wold	MALE (OF PERSON)	-
chalǎam	tɕalǎ/aam	TSALAAM	wold	SHARK	-
chalàat	tɕalàa/aːt	TSALAAT	wold	CLEVER	-
chaləəy	tɕaləːj	TSALEY	wold	PRISONER	-
chalə̌əy	tɕalə̌ə/əːj	TSALEEEY	wold	ANSWER	-
chanók	tɕanó/ok	TSANOK	wold	FATHER	-
chay	tɕaj	TSAY	wold	VICTORY	-
chaŋ	tɕaŋ	TSAN	wold	HATE	-
chǎayaa	tɕǎ/aajaː	TSAAYA	wold	SHADE	-
chǎn	tɕǎ/an	TSAN	wold	I	-
chii	tɕiː	TSI	wold	SHE	-
chiiwaa	tɕiːwaː	TSIWA	wold	LIFE	-
chiiwá	tɕiːwá/a	TSIWA	wold	LIFE	-
chiiwít	tɕiːwí/it	TSIWIT	wold	LIFE	-
chiwhǎa	tɕiwhǎ/aa	TSIWHAA	wold	TONGUE	-
chǐw	tɕǐ/iw	TSIW	wold	ANGER	-
chon	tɕon	TSON	wold	WATER	-
chonnanii	tɕonnaniː	TSONNANI	wold	MOTHER	-
cháa	tɕáa/aː	TSAA	wold	LATE	-
cháaw	tɕáa/aːw	TSAAW	wold	EARLY	-
cháaŋ	tɕáa/aːŋ	TSAAN	wold	ELEPHANT	-
chám	tɕá/am	TSAM	wold	BRUISE	-
chát	tɕá/at	TSAT	wold	CLEAR	-
châaŋlèk	tɕâa/aːŋlè/ek	TSAANLEK	wold	BLACKSMITH	-
châeŋ	tɕâ/aeŋ	TSAEN	wold	CURSE	-
chây	tɕâ/aj	TSAY	wold	YES	-
châŋkɔ̀ɔtʉ̀k	tɕâ/aŋkɔ̀ɔ/ɔːtʉ̀/ʉk	TSANKOOOTUUK	wold	MASON	-
châŋmáay	tɕâ/aŋmáa/aːj	TSANMAAY	wold	CARPENTER	-
châŋpân	tɕâ/aŋpâ/an	TSANPAN	wold	SCULPTOR	-
châŋpânmɔ̂ɔ	tɕâ/aŋpâ/anmɔ̂ɔ/ɔː	TSANPANMOOO	wold	POTTER	-
châŋthamrɔɔŋtháaw	tɕâ/aŋtʰamrɔːŋtʰáa/aːw	TSANTAMRONTAAW	wold	SHOEMAKER	-
châŋtàtsʉ̂a	tɕâ/aŋtà/atsʉ̂/ʉa	TSANTATSUUA	wold	TAILOR	-
chét	tɕé/et	TSET	wold	WIPE	-
chìi	tɕìi/iː	TSII	wold	PISS	-
chìik	tɕìi/iːk	TSIIK	wold	TEAR (SHRED)	-
chíi	tɕíi/iː	TSII	wold	SHOW	-
chín	tɕí/in	TSIN	wold	PIECE	-
chîip	tɕî/iip	TSIIP	wold	LIFE	-
chôokdii	tɕôo/oːkdiː	TSOOKDI	wold	GOOD LUCK	-
chôokráay	tɕôo/oːkráa/aːj	TSOOKRAAY	wold	BAD LUCK	-
chút	tɕú/ut	TSUT	wold	DRESS	-
chûa	tɕû/ua	TSUA	wold	BAD	-
chûamooŋ	tɕû/uamoːŋ	TSUAMON	wold	HOUR	-
chûay	tɕû/uaj	TSUAY	wold	RESCUE	-
chɔ́ɔn	tɕɔ́ɔ/ɔːn	TSOOON	wold	SPOON	-
chɔ̂ŋkhlɔ̂ɔt	tɕɔ̂/ɔŋkʰlɔ̂ɔ/ɔːt	TSOONKLOOOT	wold	VAGINA	-
chɔ̌ɔ	tɕɔ̌ɔ/ɔː	TSOOO	wold	SIX	-
chəə	tɕəː	TSE	wold	TREE	-
chəən	tɕəːn	TSEN	wold	INVITE	-
chəəŋ	tɕəːŋ	TSEN	wold	FOOT	-
chə́ət	tɕə́ə/əːt	TSEEET	wold	SHIRT	-
chʉ̂a	tɕʉ̂/ʉa	TSUUA	wold	BELIEVE	-
chʉ̂afaŋ	tɕʉ̂/ʉafaŋ	TSUUAPAN	wold	OBEY	-
chʉ̂ak	tɕʉ̂/ʉak	TSUUAK	wold	ROPE	-
chʉ̂ʉ	tɕʉ̂/ʉʉ	TSUUU	wold	NAME	-
ciŋ	ciŋ	KIN	wold	TRUE	-
ciŋcôo	ciŋcôo/oː	KINKOO	wold	KANGAROO	-
com	com	KOM	wold	DROWN	-
con	con	KON	wold	POOR	-
coomtii	coːmtiː	KOMTI	wold	20-99907	-
cumphít	cumpʰí/it	KUMPIT	wold	KISS	-
cǔu	cǔ/uu	KUU	wold	PENIS	-
càak	càa/aːk	KAAK	wold	LEAVE	-
càay	càa/aːj	KAAY	wold	PAY	-
càkkrayaan	cà/akkrajaːn	KAKKRAYAN	wold	BICYCLE	-
càp	cà/ap	KAP	wold	CATCH	-
càtù	cà/atù/u	KATU	wold	FOUR	-
càtùrá	cà/atù/urá/a	KATURA	wold	FOUR	-
câa	câa/aː	KAA	wold	BRIGHT	-
câaw	câa/aːw	KAAW	wold	MASTER	-
câawphàendin	câa/aːwpʰà/aendin	KAAWPAENDIN	wold	KING	-
câawphâap	câa/aːwpʰâa/aːp	KAAWPAAP	wold	HOST	-
câaŋ	câa/aːŋ	KAAN	wold	HIRE	-
câw	câ/aw	KAW	wold	THOU	-
cèt	cè/et	KET	wold	SEVEN	-
cìi	cìi/iː	KII	wold	ROAST OR FRY	-
cìt	cì/it	KIT	wold	MIND	-
cìŋcòk	cì/iŋcò/ok	KINKOK	wold	LIZARD	-
còot	còo/oːt	KOOT	wold	PLAINTIFF	-
còp	cò/op	KOP	wold	FINISH	-
còtmǎay	cò/otmǎ/aaj	KOTMAAY	wold	LETTER	-
cùt	cù/ut	KUT	wold	LIGHT (IGNITE)	-
cùup	cùu/uːp	KUUP	wold	KISS	-
cɔ̀	cɔ̀/ɔ	KOO	wold	BORE	-
cɔ̀ɔp	cɔ̀ɔ/ɔːp	KOOOP	wold	HOE	-
cɔ̂ɔy	cɔ̂ɔ/ɔːj	KOOOY	wold	SMALL	-
cəə	cəː	KE	wold	FIND	-
daaraa	daːraː	DARA	wold	STAR	-
daaw	daːw	DAW	wold	STAR	-
daay	daːj	DAY	wold	ALONE	-
daeae	daeae	DAEAE	wold	HEART	-
daeaen	daeaen	DAEAEN	wold	BOUNDARY	-
daeaeŋ	daeaeŋ	DAEAEN	wold	RED	-
dam	dam	DAM	wold	DIVE	-
damrii	damriː	DAMRI	wold	ELEPHANT	-
dao	dao	DAO	wold	GUESS	-
day	daj	DAY	wold	HAND	-
daŋ	daŋ	DAN	wold	LOUD	-
diaw	diaw	DIAW	wold	ONLY	-
diawdaay	diawdaːj	DIAWDAY	wold	ALONE	-
diawkan	diawkan	DIAWKAN	wold	SAME	-
dichǎn	ditɕǎ/an	DITSAN	wold	I	-
dii	diː	DI	wold	GOOD	-
diibùk	diːbù/uk	DIBUK	wold	TIN OR TINPLATE	-
din	din	DIN	wold	EARTH (SOIL)	-
dinfáa-aakàat	dinfáa/aːaːkàa/aːt	DINPAAAKAAT	wold	WEATHER	-
dinphǎo	dinpʰǎ/ao	DINPAO	wold	CLAY	-
dǐaw	dǐ/iaw	DIAW	wold	SOON	-
dǐawníi	dǐ/iawníi/iː	DIAWNII	wold	NOW	-
dom	dom	DOM	wold	SNIFF	-
dontrii	dontriː	DONTRI	wold	MUSIC	-
dooymâymii	doːjmâ/ajmiː	DOYMAYMI	wold	WITHOUT	-
doŋ	doŋ	DON	wold	FOREST	-
duaŋtraapraysaniiyaakɔɔn	duaŋtraːprajsaniːjaːkɔːn	DUANTRAPRAYSANIYAKON	wold	POSTAGE STAMP	-
dum	dum	DUM	wold	BUTTON	-
duu	duː	DU	wold	LOOK	-
duumʉ̌an	duːmʉ̌/ʉan	DUMUUAN	wold	SEEM	-
dàa	dàa/aː	DAA	wold	SCOLD	-
dàap	dàa/aːp	DAAP	wold	SWORD	-
dàk	dà/ak	DAK	wold	TRAP (CATCH)	-
dàp	dà/ap	DAP	wold	EXTINGUISH	-
dâay	dâa/aːj	DAAY	wold	THREAD	-
dâayklìn	dâa/aːjklì/in	DAAYKLIN	wold	SMELL (PERCEIVE)	-
dèk	dè/ek	DEK	wold	CHILD (YOUNG HUMAN)	-
dèkphûuchaay	dè/ekpʰûu/uːtɕaːj	DEKPUUTSAY	wold	BOY	-
dèkphûuyǐŋ	dè/ekpʰûu/uːjǐ/iŋ	DEKPUUYIN	wold	GIRL	-
dìit	dìi/iːt	DIIT	wold	SPLASH	-
dìp	dì/ip	DIP	wold	RAW	-
dìŋ	dì/iŋ	DIN	wold	STRAIGHT	-
dùut	dùu/uːt	DUUT	wold	SUCK	-
dûay	dû/uaj	DUAY	wold	BECAUSE	-
dɔɔy	dɔːj	DOY	wold	MOUNTAIN OR HILL	-
dɔ̀ɔk	dɔ̀ɔ/ɔːk	DOOOK	wold	FLOWER	-
dɔ̀ɔkthɔɔŋ	dɔ̀ɔ/ɔːktʰɔːŋ	DOOOKTON	wold	PROSTITUTE	-
dəən	dəːn	DEN	wold	WALK	-
dʉan	dʉan	DUAN	wold	MOON	-
dʉŋ	dʉŋ	DUN	wold	PULL	-
dʉ̀ʉm	dʉ̀ʉ/ʉːm	DUUUM	wold	DRINK	-
faan	faːn	PAN	wold	DEER	-
faaŋ	faːŋ	PAN	wold	HAY	-
fan	fan	PAN	wold	TOOTH	-
fay	faj	PAY	wold	FIRE	-
fayfáa	fajfáa/aː	PAYPAA	wold	ELECTRICITY	-
faŋ	faŋ	PAN	wold	LISTEN	-
fǎa	fǎ/aa	PAA	wold	WALL (OF HOUSE)	-
fǎafàeaet	fǎ/aafà/aeaet	PAAPAEAET	wold	TWINS	-
fǎn	fǎ/an	PAN	wold	DREAM (SOMETHING)	-
fǎŋ	fǎ/aŋ	PAN	wold	BURY	-
fǐi	fǐ/ii	PII	wold	BOIL (OF SKIN)	-
fǒn	fǒ/on	PON	wold	RAIN (PRECIPITATION)	-
fàa	fàa/aː	PAA	wold	PALM OF HAND	-
fàeaet	fà/aeaet	PAEAET	wold	TWINS	-
fàŋ	fà/aŋ	PAN	wold	SHORE	-
fáa	fáa/aː	PAA	wold	SKY	-
fáalâep	fáa/aːlâ/aep	PAALAEP	wold	BOLT (OF LIGHTNING)	-
fáaphàa	fáa/aːpʰàa/aː	PAAPAA	wold	LIGHTNING	-
fáarɔ́ɔŋ	fáa/aːrɔ́ɔ/ɔːŋ	PAAROOON	wold	THUNDER	-
fák	fá/ak	PAK	wold	PUMPKIN	-
fâay	fâa/aːj	PAAY	wold	COTTON	-
fâaŋ	fâa/aːŋ	PAAN	wold	MILLET	-
fân	fâ/an	PAN	wold	TWIST (AROUND)	-
fùn	fù/un	PUN	wold	DUST	-
fûuk	fûu/uːk	PUUK	wold	MATTRESS	-
fɔɔŋ	fɔːŋ	PON	wold	FOAM	-
fɔ́ɔn	fɔ́ɔ/ɔːn	POOON	wold	DANCE	-
fɔ̂ɔk	fɔ̂ɔ/ɔːk	POOOK	wold	TAN	-
fɔ̂ɔŋ	fɔ̂ɔ/ɔːŋ	POOON	wold	WAVE	-
fəə	fəː	PE	wold	FUR	-
fʉʉn	fʉːn	PUN	wold	FIREWOOD	-
harʉ́thay	harʉ́/ʉtʰaj	HARUUTAY	wold	HEART	-
hathay	hatʰaj	HATAY	wold	HEART	-
hǎa	hǎ/aa	HAA	wold	LOOK FOR	-
hǎan	hǎ/aan	HAAN	wold	DARE	-
hǎaw	hǎ/aaw	HAAW	wold	YAWN	-
hǎay	hǎ/aaj	HAAY	wold	DISAPPEAR	-
hǎaycay	hǎ/aajcaj	HAAYKAY	wold	BREATHE	-
hǎaŋ	hǎ/aaŋ	HAAN	wold	TAIL	-
hǎaŋsʉ̌a	hǎ/aaŋsʉ̌/ʉa	HAANSUUA	wold	RUDDER	-
hǎe	hǎ/ae	HAE	wold	FISHNET	-
hǎm	hǎ/am	HAM	wold	TESTICLES	-
hǎn	hǎ/an	HAN	wold	10-12	-
hǎo	hǎ/ao	HAO	wold	HEAD LOUSE	-
hǎyplaaráa	hǎ/ajplaːráa/aː	HAYPLARAA	wold	COLLARBONE	-
hěem	hě/eem	HEEM	wold	GOLD	-
hěeman	hě/eeman	HEEMAN	wold	WINTER	-
hěn	hě/en	HEN	wold	SEE	-
hěncay	hě/encaj	HENKAY	wold	PITY	-
hii	hiː	HI	wold	HE	-
himá	himá/a	HIMA	wold	SNOW	-
hiran	hiran	HIRAN	wold	SILVER	-
hǐn	hǐ/in	HIN	wold	STONE OR ROCK	-
hǐnlápmîit	hǐ/inlá/apmî/iit	HINLAPMIIT	wold	WHETSTONE	-
hǐnsǒokhrôok	hǐ/insǒ/ookʰrôo/oːk	HINSOOKROOK	wold	REEF	-
hǐw	hǐ/iw	HIW	wold	BE HUNGRY	-
hǐwnáam	hǐ/iwnáa/aːm	HIWNAAM	wold	BE THIRSTY	-
hǒn	hǒ/on	HON	wold	ROAD	-
hǔa	hǔ/ua	HUA	wold	HEAD	-
hǔacay	hǔ/uacaj	HUAKAY	wold	HEART	-
hǔamâeaemʉʉ	hǔ/uamâ/aeaemʉː	HUAMAEAEMU	wold	THUMB	-
hǔanom	hǔ/uanom	HUANOM	wold	NIPPLE	-
hǔarɔ́	hǔ/uarɔ́/ɔ	HUAROO	wold	LAUGH	-
hǔu	hǔ/uu	HUU	wold	EAR	-
hǔŋ	hǔ/uŋ	HUN	wold	COOK (SOMETHING)	-
hàan	hàa/aːn	HAAN	wold	GOOSE	-
hàklǎŋ	hà/aklǎ/aŋ	HAKLAN	wold	BETRAY	-
hàp	hà/ap	HAP	wold	9-99929	-
hàt	hà/at	HAT	wold	HAND	-
hàtthǐi	hà/atthǐ/ii	HATTHII	wold	ELEPHANT	-
hâa	hâa/aː	HAA	wold	FIVE	-
hâam	hâa/aːm	HAAM	wold	FORBID	-
hâeaeŋ	hâ/aeaeŋ	HAEAEN	wold	DRY	-
hây	hâ/aj	HAY	wold	GIVE	-
hây_duu	hâ/ajduː	HAYDU	wold	SHOW	-
hây_yʉʉm	hâ/ajjʉːm	HAYYUM	wold	LEND	-
hèp	hè/ep	HEP	wold	TICK	-
hèt	hè/et	HET	wold	MUSHROOM	-
hét	hé/et	HET	wold	DO	-
hìŋhɔ̂y	hì/iŋhɔ̂/ɔj	HINHOOY	wold	FIREFLY	-
hîŋ	hî/iŋ	HIN	wold	SHELF	-
hòk	hò/ok	HOK	wold	SIX	-
hòm	hò/om	HOM	wold	COVER	-
hùpkhǎo	hù/upkʰǎ/ao	HUPKAO	wold	VALLEY	-
hùuk	hùu/uːk	HUUK	wold	LOOM	-
hûuk	hûu/uːk	HUUK	wold	OWL	-
hɔ̀ɔ	hɔ̀ɔ/ɔː	HOOO	wold	WRAP	-
hɔ̀ɔk	hɔ̀ɔ/ɔːk	HOOOK	wold	SPEAR	-
hɔ̀ɔn	hɔ̀ɔ/ɔːn	HOOON	wold	NEVER	-
hɔ̂ŋ	hɔ̂/ɔŋ	HOON	wold	ROOM	-
hɔ̂ŋnáam	hɔ̂/ɔŋnáa/aːm	HOONNAAM	wold	TOILET	-
hɔ̌ɔkhɔɔy	hɔ̌ɔ/ɔːkʰɔːj	HOOOKOY	wold	TOWER	-
hɔ̌ɔm	hɔ̌ɔ/ɔːm	HOOOM	wold	FRAGRANT	-
hɔ̌ɔn	hɔ̌ɔ/ɔːn	HOOON	wold	HOWL	-
hɔ̌ɔy	hɔ̌ɔ/ɔːj	HOOOY	wold	SHELL	-
hɔ̌ɔythâak	hɔ̌ɔ/ɔːjtʰâa/aːk	HOOOYTAAK	wold	SNAIL	-
kaa	kaː	KA	wold	CROW	-
kaafaeae	kaːfaeae	KAPAEAE	wold	COFFEE	-
kaan	kaːn	KAN	wold	TIME	-
kaancanaa	kaːncanaː	KANKANA	wold	GOLD	-
kaanchìityaa	kaːntɕìi/iːtjaː	KANTSIITYA	wold	INJECTION	-
kaanlʉ̂aktâŋ	kaːnlʉ̂/ʉaktâ/aŋ	KANLUUAKTAN	wold	ELECTION	-
kaansûmcoomtii	kaːnsû/umcoːmtiː	KANSUMKOMTI	wold	AMBUSH	-
kaanyàa	kaːnjàa/aː	KANYAA	wold	DIVORCE	-
kaasɔ̌ɔn	kaːsɔ̌ɔ/ɔːn	KASOOON	wold	BUFFALO	-
