Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
fat	fat	PAT	abvd	FOUR	abvd_200_four_1
flik	flik	PLIK	abvd	HEAR	-
fre	fre	PRE	abvd	COUNT	abvd_196_tocount_7
fu	fu	PU	abvd	BLOW (OF WIND)	abvd_137_toblow_5
hana-n	hanan	HANAN	abvd	RIGHT	abvd_3_right_1
hauta	hauta	HAUTA	abvd	STONE	abvd_120_stone_1
hei-n	hein	HEIN	abvd	WIFE	abvd_58_wife_31
heu	heu	HEU	abvd	NEW	abvd_163_new_1
hine-n	hinen	HINEN	abvd	FEMALE PERSON	abvd_55_womanfemale_1
hiuta	hiuta	HIUTA	abvd	STAR	abvd_130_star_1
hodan	hodan	HODAN	abvd	NIGHT	abvd_167_night_9?
hoko	hoko	HOKO	abvd	THICK	-
hula	hula	HULA	abvd	MOON	abvd_129_moon_1
hula-n	hulan	HULAN	abvd	FAT (ORGANIC SUBSTANCE)	-
hut	hut	HUT	abvd	FASTEN	abvd_66_totieupfasten_9
hwi	hwi	HWI	abvd	BITE	abvd_41_tobite_57
id	id	ID	abvd	ONE	abvd_197_one_1
ida	ida	IDA	abvd	THAT	-
idbai	idbai	IDBAI	abvd	WHERE	abvd_181_where_2
idia	idia	IDIA	abvd	THIS	abvd_177_this_5
idloin	idloin	IDLOIN	abvd	OTHER	-
ikan	ikan	IKAN	abvd	FISH	abvd_111_fish_1
im	im	IM	abvd	YOU	abvd_186_you_1
ina-n	inan	INAN	abvd	MOTHER	abvd_59_mother_1
inu kai-n	inukain	INUKAIN	abvd	NOSE	abvd_27_nose_1
iru mata	irumata	IRUMATA	abvd	BREAST	-
it	it	IT	abvd	WE	abvd_185_we_1
ka	ka	KA	abvd	NAME	abvd_63_name_1
kabesi	kabesi	KABESI	abvd	NEAR	-
kase	kase	KASE	abvd	SAY	-
kau	kau	KAU	abvd	HOLD	abvd_89_tohold_3
kba:s	kbas	KBAS	abvd	SHOULDER	abvd_19_shoulder_6
kdei	kdei	KDEI	abvd	SIT	abvd_51_tosit_146
ke	ke	KE	abvd	DIG	abvd_90_todig_26
keula	keula	KEULA	abvd	WIND	-
kideu-n	kideun	KIDEUN	abvd	NECK	abvd_25_neck_61
kikan noran	kikannoran	KIKANNORAN	abvd	EAR	abvd_43_ear_47?
klau	klau	KLAU	abvd	BAD OR EVIL	-
kmoro	kmoro	KMORO	abvd	GREEN	abvd_151_green_4?
knin	knin	KNIN	abvd	LAUGH	abvd_33_tolaugh_8
kode	kode	KODE	abvd	GOOD	-
kuku-n	kukun	KUKUN	abvd	MOUTH	-
kum	kum	KUM	abvd	SQUEEZE	abvd_88_tosqueeze_5
kura	kura	KURA	abvd	GRASS	-
lae	lae	LAE	abvd	OPEN	abvd_92_toopenuncover_6
lai-n	lain	LAIN	abvd	HUSBAND	abvd_57_husband_9
laida	laida	LAIDA	abvd	THAT	-
lalan	lalan	LALAN	abvd	IN	abvd_174_ininside_1
lamalau	lamalau	LAMALAU	abvd	TONGUE	abvd_32_tongue_6
lara-n	laran	LARAN	abvd	BLOOD	abvd_23_blood_1
laun	laun	LAUN	abvd	SHARP	-
lefa	lefa	LEPA	abvd	NARROW	-
lelaun	lelaun	LELAUN	abvd	SKY	abvd_128_sky_10?
lelo-n	lelon	LELON	abvd	DAY (NOT NIGHT)	abvd_168_day_24
lila-n	lilan	LILAN	abvd	WING	abvd_100_wing_6
lita-n	litan	LITAN	abvd	SKIN	abvd_12_skin_1?
liu	liu	LIU	abvd	HUNT	-
lo-n	lon	LON	abvd	TAIL	-
loban	loban	LOBAN	abvd	SMALL	abvd_152_small_7
lolai	lolai	LOLAI	abvd	WALK	-
ma	ma	MA	abvd	COME	abvd_7_tocome_1
maiet	maiet	MAIET	abvd	BE DEAD OR DIE	abvd_75_todiebedead_1
mane-n	manen	MANEN	abvd	MALE PERSON	abvd_54_manmale_1
mansaba	mansaba	MANSABA	abvd	HOW	-
mara	mara	MARA	abvd	YELLOW	abvd_150_yellow_6
mata-n	matan	MATAN	abvd	EYE	abvd_45_eye_1
matkailaran	matkailaran	MATKAILARAN	abvd	WORM	-
maun hulu-n	maunhulun	MAUNHULUN	abvd	FEATHER	abvd_99_feather_1
maun telo-n	mauntelon	MAUNTELON	abvd	EGG	abvd_98_egg_1
mauna	mauna	MAUNA	abvd	BIRD	abvd_97_bird_1
mera	mera	MERA	abvd	RED	abvd_149_red_1
metan	metan	METAN	abvd	BLACK	abvd_147_black_1
mlalan	mlalan	MLALAN	abvd	COLD	-
mloi	mloi	MLOI	abvd	GOOD	abvd_164_good_11
mlua	mlua	MLUA	abvd	WIDE	abvd_159_wide_1?
mo	mo	MO	abvd	FALL	abvd_95_tofall_107
mret	mret	MRET	abvd	ALL	-
mri	mri	MRI	abvd	STAND	abvd_52_tostand_1
mu	mu	MU	abvd	EAT	abvd_37_toeat_6
muta	muta	MUTA	abvd	VOMIT	abvd_35_tovomit_1
mwir	mwir	MWIR	abvd	BE ALIVE	abvd_76_tolivebealive_1
m|asu|n	masun	MASUN	abvd	SMOKE (EXHAUST)	abvd_145_smoke_2
m|ima-n	miman	MIMAN	abvd	HAND	abvd_1_hand_1
naika	naika	NAIKA	abvd	GRASS	-
nain	nain	NAIN	abvd	SWIM	abvd_9_toswim_1
naru	naru	NARU	abvd	LONG	abvd_155_long_1
ni	ni	NI	abvd	AT	abvd_173_at_20?
nifa-n	nifan	NIPAN	abvd	TOOTH	abvd_31_tooth_1
nor	nor	NOR	abvd	AND	abvd_192_and_7
notar	notar	NOTAR	abvd	THINK	abvd_21_tothink_74
o	o	O	abvd	THOU	abvd_183_thou_1
oi-n	oin	OIN	abvd	FOOT OR LEG	abvd_4_legfoot_1
penaʔo	penaʔo	PENAHO	abvd	STEAL	abvd_73_tosteal_1
rai	rai	RAI	abvd	DIRTY	abvd_10_dirty_1
rai afon	raiafon	RAIAPON	abvd	ASH	abvd_146_ashes_1?
rai boka	raiboka	RAIBOKA	abvd	THUNDER	-
ramu-n	ramun	RAMUN	abvd	ROOT	abvd_115_root_3
raufa	raufa	RAUPA	abvd	ASH	abvd_146_ashes_1?
rihu	rihu	RIHU	abvd	HEAVY	-
ro	ro	RO	abvd	FAR	abvd_180_far_58
ronu	ronu	RONU	abvd	WARM	-
ru	ru	RU	abvd	TWO	abvd_198_two_1
rui-n	ruin	RUIN	abvd	BONE	abvd_15_bone_2
sa	sa	SA	abvd	KILL	-
sabaia	sabaia	SABAIA	abvd	CLOUD	-
sabid	sabid	SABID	abvd	WHAT	abvd_188_what_1
salolu	salolu	SALOLU	abvd	STAB	-
senid	senid	SENID	abvd	WHO	-
seru	seru	SERU	abvd	CRY	abvd_34_tocry_30
servius	servius	SERBIUS	abvd	WORK (ACTIVITY)	-
sia	sia	SIA	abvd	SALT	abvd_125_salt_1
snukan	snukan	SNUKAN	abvd	BREATHE	-
soleia	soleia	SOLEIA	abvd	SNAKE	-
su	su	SU	abvd	SEW	abvd_67_tosew_10
sur	sur	SUR	abvd	COUNT	abvd_196_tocount_7
sus	sus	SUS	abvd	SUCK	abvd_42_tosuck_1
s|isa	sisa	SISA	abvd	FLESH OR MEAT	abvd_103_meatflesh_1
ta:n	tan	TAN	abvd	PLANT (SOMETHING)	abvd_84_toplant_2
tad	tad	TAD	abvd	KNOW (SOMETHING)	abvd_20_toknowbeknowledgeable_37
taila	taila	TAILA	abvd	ROPE	abvd_65_rope_1
taisa	taisa	TAISA	abvd	SEA	abvd_124_sea_1
takali	takali	TAKALI	abvd	TURN	-
tar	tar	TAR	abvd	DIG	-
tatmai	tatmai	TATMAI	abvd	OLD	-
te	te	TE	abvd	THROW	abvd_94_tothrow_108
tetali-n	tetalin	TETALIN	abvd	INTESTINES	abvd_16_intestines_1
teul	teul	TEUL	abvd	THREE	abvd_199_three_1
tita	tita	TITA	abvd	WET	-
tiur	tiur	TIUR	abvd	SHOOT	abvd_70_toshoot_37
tlei	tlei	TLEI	abvd	COOK (SOMETHING)	-
tmau	tmau	TMAU	abvd	FEAR (BE AFRAID)	abvd_22_tofear_1?
ton	ton	TON	abvd	YEAR	abvd_169_year_1
tou	tou	TOU	abvd	SAY	abvd_64_tosay_147
toui-n	touin	TOUIN	abvd	LEFT	abvd_2_left_10?
tu	tu	TU	abvd	BIG	-
tuburu	tuburu	TUBURU	abvd	CORRECT (RIGHT)	-
tulaba	tulaba	TULABA	abvd	SPIT	abvd_36_tospit_109
tun	tun	TUN	abvd	BURN	abvd_144_toburn_1
ul	ul	UL	abvd	HEAD	abvd_24_head_1
ulu-n	ulun	ULUN	abvd	HAIR	abvd_26_hair_3
um	um	UM	abvd	HOUSE	abvd_61_house_1
um sulu	umsulu	UMSULU	abvd	THATCH OR ROOF	abvd_62_thatchroof_64
ura	ura	URA	abvd	HE OR SHE	abvd_184_heshe_4
usa	usa	USA	abvd	RAIN (PRECIPITATION)	abvd_133_rain_1
uta	uta	UTA	abvd	LOUSE	abvd_108_louse_1
